"CD_A,C,2","PER,C,4","AGEB,C,5","UPM,C,7","ENT,C,2","CON,C,5","PRO_VIV,C,4","V_SEL,C,1","N_HOG,C,1","R_PRE,C,2","FCH_PRE,C,10","R_DEF,C,2","FCH_DEF,C,10","P1,N,2,0","P2,N,1,0","P3,N,2,0","P4,N,2,0","R_INF,C,2","R_ELE,C,2","FAC,N,6,0"
19,1117,094-6,0701279,07,40120,0054,3,1,01,15/11/2017,01,16/11/2017,4,1,0,0,01,01,1508
19,1117,094-6,0701279,07,40120,0095,5,1,08,17/11/2017,08,18/11/2017,0,0,0,0,,,0
19,1117,094-6,0701279,07,40120,0028,2,1,01,15/11/2017,01,21/11/2017,4,1,0,0,02,01,1508
19,1117,094-6,0701279,07,40120,0073,4,1,01,05/12/2017,01,05/12/2017,2,1,0,0,01,01,1508
19,1117,066-4,0701101,07,40126,0022,1,1,01,08/11/2017,01,09/11/2017,7,2,2,2,02,02,1889
19,1117,066-4,0701101,07,40126,0085,3,1,01,08/11/2017,01,09/11/2017,6,1,0,0,03,02,1889
19,1117,066-4,0701101,07,40126,0046,4,1,01,08/11/2017,01,09/11/2017,7,1,0,0,03,04,1889
19,1117,066-4,0701101,07,40126,0068,5,1,01,08/11/2017,01,09/11/2017,6,1,0,0,02,03,1889
19,1117,066-4,0701101,07,40126,0037,2,1,01,01/12/2017,01,03/12/2017,1,0,0,0,01,01,1889
19,1117,228-5,0701970,07,40129,0085,5,1,01,14/11/2017,01,15/11/2017,3,1,0,0,01,02,1956
19,1117,228-5,0701970,07,40129,0076,4,1,01,14/11/2017,01,15/11/2017,2,1,0,0,01,01,1956
19,1117,228-5,0701970,07,40129,0009,1,1,01,14/11/2017,01,15/11/2017,4,1,0,0,02,01,1956
19,1117,228-5,0701970,07,40129,0047,3,1,01,14/11/2017,01,15/11/2017,4,1,0,0,02,02,1956
19,1117,228-5,0701970,07,40129,0026,2,1,01,14/11/2017,01,15/11/2017,5,1,0,0,04,01,1956
19,1117,276-4,0702220,07,40154,0088,2,1,01,22/11/2017,01,23/11/2017,4,1,0,0,01,02,2597
19,1117,276-4,0702220,07,40154,0020,4,1,01,08/11/2017,01,09/11/2017,2,1,0,0,02,02,2597
19,1117,276-4,0702220,07,40154,0172,1,1,01,08/11/2017,01,09/11/2017,4,1,0,0,02,02,2597
19,1117,276-4,0702220,07,40154,0138,3,1,01,08/11/2017,01,09/11/2017,3,1,0,0,01,01,2597
19,1117,276-4,0702220,07,40154,0052,5,1,01,10/11/2017,01,12/11/2017,4,1,0,0,03,02,2597
19,1117,034-5,0702787,07,40188,0048,2,1,01,23/11/2017,01,24/11/2017,4,1,0,0,01,01,1859
19,1117,034-5,0702787,07,40188,0014,1,1,01,22/11/2017,01,24/11/2017,10,2,2,5,01,02,1859
19,1117,034-5,0702787,07,40188,0063,3,1,01,22/11/2017,01,23/11/2017,4,1,0,0,01,01,1859
19,1117,034-5,0702787,07,40188,0105,5,1,01,22/11/2017,01,24/11/2017,4,1,0,0,01,02,1859
19,1117,034-5,0702787,07,40188,0089,4,1,01,22/11/2017,01,24/11/2017,4,1,0,0,01,03,1859
19,1117,168-1,0701661,07,40210,0063,3,1,01,23/11/2017,01,06/12/2017,7,2,2,4,03,02,1961
19,1117,168-1,0701661,07,40210,0011,4,1,07,05/12/2017,07,06/12/2017,0,0,0,0,,,0
19,1117,168-1,0701661,07,40210,0095,2,1,01,18/11/2017,01,19/11/2017,8,2,3,3,01,01,1961
19,1117,168-1,0701661,07,40210,0038,5,1,01,16/11/2017,01,17/11/2017,2,1,0,0,01,01,1961
19,1117,168-1,0701661,07,40210,0116,1,1,01,17/11/2017,01,18/11/2017,2,1,0,0,02,02,1961
19,1117,184-0,0701763,07,40215,0050,3,1,01,16/11/2017,01,17/11/2017,4,1,0,0,02,02,1707
19,1117,184-0,0701763,07,40215,0024,2,1,01,16/11/2017,01,17/11/2017,6,2,2,2,01,01,1707
19,1117,184-0,0701763,07,40215,0066,5,1,01,17/11/2017,01,18/11/2017,4,1,0,0,02,02,1707
19,1117,184-0,0701763,07,40215,0005,1,1,01,17/11/2017,01,21/11/2017,3,1,0,0,01,01,1707
19,1117,184-0,0701763,07,40215,0096,4,1,01,16/11/2017,01,27/11/2017,3,1,0,0,01,02,1707
19,1117,102-2,0701329,07,40293,0014,3,1,01,03/12/2017,01,04/12/2017,4,1,0,0,02,02,1931
19,1117,102-2,0701329,07,40293,0091,5,1,01,21/11/2017,01,22/11/2017,6,2,2,4,02,02,1931
19,1117,102-2,0701329,07,40293,0068,4,1,01,21/11/2017,01,22/11/2017,5,1,0,0,03,02,1931
19,1117,102-2,0701329,07,40293,0041,1,1,07,21/11/2017,07,06/12/2017,0,0,0,0,,,0
19,1117,102-2,0701329,07,40293,0062,2,1,01,27/11/2017,01,28/11/2017,5,2,2,1,01,01,1931
19,1117,218-1,0701916,07,40347,0090,2,1,01,15/11/2017,01,16/11/2017,3,1,0,0,01,02,2224
19,1117,218-1,0701916,07,40347,0139,5,1,01,15/11/2017,01,16/11/2017,2,1,0,0,01,02,2224
19,1117,218-1,0701916,07,40347,0033,4,1,01,17/11/2017,01,21/11/2017,4,1,0,0,02,01,2224
19,1117,218-1,0701916,07,40347,0063,1,1,01,15/11/2017,01,16/11/2017,3,2,2,1,01,01,2224
19,1117,218-1,0701916,07,40347,0004,3,1,01,15/11/2017,01,16/11/2017,3,1,0,0,02,01,2224
19,1117,070-0,0701123,07,40401,0021,1,1,01,14/11/2017,01,15/11/2017,2,1,0,0,01,01,1997
19,1117,070-0,0701123,07,40401,0048,2,1,01,14/11/2017,01,15/11/2017,3,1,0,0,01,01,1997
19,1117,070-0,0701123,07,40401,0110,4,1,01,14/11/2017,01,15/11/2017,3,1,0,0,02,02,1997
19,1117,070-0,0701123,07,40401,0141,5,1,01,14/11/2017,01,15/11/2017,4,1,0,0,02,02,1997
19,1117,070-0,0701123,07,40401,0083,3,1,01,14/11/2017,01,16/11/2017,7,1,0,0,04,01,1997
19,1117,030-7,0702765,07,40413,0093,2,1,07,22/11/2017,07,06/12/2017,0,0,0,0,,,0
19,1117,030-7,0702765,07,40413,0047,3,1,07,05/12/2017,07,06/12/2017,0,0,0,0,,,0
19,1117,030-7,0702765,07,40413,0124,5,1,01,22/11/2017,01,23/11/2017,1,0,0,0,01,01,2228
19,1117,030-7,0702765,07,40413,0063,4,1,01,22/11/2017,01,23/11/2017,6,1,0,0,01,02,2228
19,1117,030-7,0702765,07,40413,0016,1,1,01,22/11/2017,01,23/11/2017,7,2,2,5,02,02,2228
09,1117,347-A,0801279,08,40024,0052,2,1,01,25/11/2017,01,27/11/2017,2,1,0,0,02,01,2174
09,1117,347-A,0801279,08,40024,0087,1,1,01,17/11/2017,01,21/11/2017,2,1,0,0,02,01,2174
09,1117,347-A,0801279,08,40024,0100,3,1,01,23/11/2017,01,24/11/2017,3,1,0,0,01,01,2174
09,1117,347-A,0801279,08,40024,0113,5,1,01,18/11/2017,01,21/11/2017,1,0,0,0,01,01,2174
09,1117,347-A,0801279,08,40024,0011,4,1,01,18/11/2017,01,21/11/2017,2,1,0,0,01,02,2174
09,1117,643-6,0802310,08,40038,0090,4,1,01,09/11/2017,01,10/11/2017,5,1,0,0,02,04,2635
09,1117,643-6,0802310,08,40038,0111,2,1,01,09/11/2017,01,10/11/2017,2,1,0,0,01,01,2635
09,1117,643-6,0802310,08,40038,0068,3,1,01,09/11/2017,01,10/11/2017,2,1,0,0,02,01,2635
09,1117,643-6,0802310,08,40038,0026,1,1,01,10/11/2017,01,13/11/2017,2,1,0,0,02,01,2635
09,1117,643-6,0802310,08,40038,0093,5,1,01,09/11/2017,01,01/12/2017,6,1,0,0,02,01,2635
09,1117,381-7,0801438,08,40042,0094,3,1,01,18/11/2017,01,21/11/2017,1,0,0,0,01,01,2793
09,1117,381-7,0801438,08,40042,0065,5,1,01,13/11/2017,01,14/11/2017,7,1,0,0,01,01,2793
09,1117,381-7,0801438,08,40042,0040,4,1,01,13/11/2017,01,14/11/2017,1,0,0,0,01,01,2793
09,1117,381-7,0801438,08,40042,0013,1,1,01,14/11/2017,01,15/11/2017,4,1,0,0,01,02,2793
09,1117,381-7,0801438,08,40042,0017,2,1,01,14/11/2017,01,15/11/2017,2,1,0,0,01,01,2793
09,1117,525-A,0801776,08,40050,0362,4,1,01,15/11/2017,01,16/11/2017,4,1,0,0,02,02,2605
09,1117,525-A,0801776,08,40050,0309,3,1,01,17/11/2017,01,21/11/2017,3,1,0,0,01,01,2605
09,1117,525-A,0801776,08,40050,0075,2,1,01,15/11/2017,01,16/11/2017,1,0,0,0,01,01,2605
09,1117,525-A,0801776,08,40050,0474,5,1,01,15/11/2017,01,16/11/2017,4,1,0,0,01,02,2605
09,1117,525-A,0801776,08,40050,0167,1,1,01,16/11/2017,01,17/11/2017,6,1,0,0,02,02,2605
09,1117,775-4,0802705,08,40052,0046,3,1,01,08/11/2017,01,09/11/2017,4,1,0,0,02,02,3112
09,1117,775-4,0802705,08,40052,0081,1,1,01,08/11/2017,01,10/11/2017,8,1,0,0,03,03,3112
09,1117,775-4,0802705,08,40052,0022,5,1,01,20/11/2017,01,21/11/2017,3,1,0,0,01,02,3112
09,1117,775-4,0802705,08,40052,0097,2,1,01,08/11/2017,01,09/11/2017,4,1,0,0,01,01,3112
09,1117,775-4,0802705,08,40052,0064,4,1,01,08/11/2017,01,10/11/2017,5,1,0,0,02,03,3112
09,1117,844-7,0802863,08,40065,0076,1,1,01,09/11/2017,01,10/11/2017,4,1,0,0,02,01,3206
09,1117,844-7,0802863,08,40065,0038,3,1,01,09/11/2017,01,10/11/2017,4,1,0,0,01,02,3206
09,1117,844-7,0802863,08,40065,0100,2,1,01,10/11/2017,01,13/11/2017,2,1,0,0,01,01,3206
09,1117,844-7,0802863,08,40065,0057,4,1,01,11/11/2017,01,13/11/2017,3,1,0,0,03,02,3206
09,1117,844-7,0802863,08,40065,0118,5,1,01,11/11/2017,01,13/11/2017,1,0,0,0,01,01,3206
09,1117,330-4,0801208,08,40093,0002,4,1,05,06/12/2017,05,06/12/2017,0,0,0,0,,,0
09,1117,330-4,0801208,08,40093,0079,3,1,01,01/12/2017,01,04/12/2017,3,1,0,0,01,03,3206
09,1117,330-4,0801208,08,40093,0046,1,1,01,22/11/2017,01,23/11/2017,3,1,0,0,01,01,3206
09,1117,330-4,0801208,08,40093,0125,2,1,01,22/11/2017,01,23/11/2017,1,0,0,0,01,01,3206
09,1117,330-4,0801208,08,40093,0029,5,1,01,25/11/2017,01,27/11/2017,3,1,0,0,02,03,3206
09,1117,374-7,0801406,08,40096,0017,4,1,01,08/11/2017,01,09/11/2017,3,1,0,0,02,01,2544
09,1117,374-7,0801406,08,40096,0037,3,1,01,11/11/2017,01,13/11/2017,5,1,0,0,03,05,2544
09,1117,374-7,0801406,08,40096,0111,5,1,01,08/11/2017,01,09/11/2017,3,1,0,0,02,01,2544
09,1117,374-7,0801406,08,40096,0081,1,1,01,08/11/2017,01,09/11/2017,1,0,0,0,01,01,2544
09,1117,374-7,0801406,08,40096,0057,2,1,08,06/12/2017,08,06/12/2017,0,0,0,0,,,0
09,1117,517-5,0801733,08,40146,0127,3,1,01,15/11/2017,01,16/11/2017,2,1,0,0,01,01,3136
09,1117,517-5,0801733,08,40146,0025,1,1,01,15/11/2017,01,16/11/2017,5,1,0,0,01,01,3136
09,1117,517-5,0801733,08,40146,0076,2,1,01,19/11/2017,01,04/12/2017,2,1,0,0,02,01,3136
09,1117,517-5,0801733,08,40146,0211,4,1,01,14/11/2017,01,15/11/2017,2,1,0,0,01,01,3136
09,1117,517-5,0801733,08,40146,0263,5,1,01,14/11/2017,01,15/11/2017,2,1,0,0,02,01,3136
09,1117,369-6,0801378,08,40178,0092,2,1,01,13/11/2017,01,14/11/2017,2,1,0,0,02,02,2530
09,1117,369-6,0801378,08,40178,0030,4,1,01,13/11/2017,01,14/11/2017,1,0,0,0,01,01,2530
09,1117,369-6,0801378,08,40178,0006,3,1,01,14/11/2017,01,17/11/2017,6,1,0,0,02,01,2530
09,1117,369-6,0801378,08,40178,0048,5,1,01,13/11/2017,01,21/11/2017,5,1,0,0,01,02,2530
09,1117,369-6,0801378,08,40178,0107,1,1,01,14/11/2017,01,15/11/2017,5,1,0,0,02,02,2530
09,1117,549-5,0801930,08,40192,0034,3,1,01,30/11/2017,01,01/12/2017,4,1,0,0,03,02,2512
09,1117,549-5,0801930,08,40192,0119,4,1,01,10/11/2017,01,04/12/2017,2,1,0,0,02,01,2512
09,1117,549-5,0801930,08,40192,0098,2,1,01,11/11/2017,01,13/11/2017,4,1,0,0,01,03,2512
09,1117,549-5,0801930,08,40192,0076,1,1,07,06/12/2017,07,06/12/2017,0,0,0,0,,,0
09,1117,549-5,0801930,08,40192,0012,5,1,01,11/11/2017,01,13/11/2017,1,0,0,0,01,01,2512
09,1117,502-9,0801641,08,40199,0006,2,1,01,16/11/2017,01,21/11/2017,2,1,0,0,02,01,2518
09,1117,502-9,0801641,08,40199,0060,3,1,01,17/11/2017,01,21/11/2017,2,1,0,0,02,02,2518
09,1117,502-9,0801641,08,40199,0121,4,1,01,17/11/2017,01,21/11/2017,4,1,0,0,01,01,2518
09,1117,502-9,0801641,08,40199,0034,1,1,01,18/11/2017,01,21/11/2017,5,1,0,0,01,02,2518
09,1117,502-9,0801641,08,40199,0086,5,1,01,16/11/2017,01,17/11/2017,3,1,0,0,01,01,2518
09,1117,830-5,0802842,08,40233,0068,3,1,01,23/11/2017,01,24/11/2017,3,1,0,0,02,02,5842
09,1117,830-5,0802842,08,40233,0033,5,1,01,22/11/2017,01,23/11/2017,4,1,0,0,01,02,5842
09,1117,830-5,0802842,08,40233,0010,4,1,01,22/11/2017,01,23/11/2017,4,1,0,0,01,01,5842
09,1117,830-5,0802842,08,40233,0045,2,1,01,22/11/2017,01,23/11/2017,5,1,0,0,02,01,5842
09,1117,830-5,0802842,08,40233,0098,1,1,01,23/11/2017,01,24/11/2017,3,1,0,0,02,02,5842
09,1117,865-9,0802913,08,40253,0030,5,1,01,24/11/2017,01,27/11/2017,2,1,0,0,02,02,2936
09,1117,865-9,0802913,08,40253,0009,4,1,01,21/11/2017,01,22/11/2017,3,1,0,0,03,02,2936
09,1117,865-9,0802913,08,40253,0073,2,1,01,21/11/2017,01,22/11/2017,2,1,0,0,01,02,2936
09,1117,865-9,0802913,08,40253,0103,3,1,01,02/12/2017,01,04/12/2017,3,1,0,0,01,02,2936
09,1117,865-9,0802913,08,40253,0051,1,1,01,21/11/2017,01,22/11/2017,2,1,0,0,01,02,2936
09,1117,360-5,0801337,08,40268,0025,2,1,01,07/11/2017,01,08/11/2017,4,1,0,0,01,04,2582
09,1117,360-5,0801337,08,40268,0110,5,1,01,07/11/2017,01,08/11/2017,2,1,0,0,02,02,2582
09,1117,360-5,0801337,08,40268,0045,1,1,01,07/11/2017,01,08/11/2017,5,1,0,0,02,03,2582
09,1117,360-5,0801337,08,40268,0092,4,1,01,07/11/2017,01,08/11/2017,2,1,0,0,02,02,2582
09,1117,360-5,0801337,08,40268,0066,3,1,01,11/11/2017,01,13/11/2017,4,1,0,0,02,02,2582
09,1117,287-6,0800987,08,40313,0038,5,1,01,13/11/2017,01,14/11/2017,3,1,0,0,01,02,2340
09,1117,287-6,0800987,08,40313,0054,2,1,01,13/11/2017,01,14/11/2017,1,0,0,0,01,01,2340
09,1117,287-6,0800987,08,40313,0083,1,1,01,13/11/2017,01,14/11/2017,4,1,0,0,01,02,2340
09,1117,287-6,0800987,08,40313,0002,3,1,01,13/11/2017,01,14/11/2017,4,1,0,0,03,01,2340
09,1117,287-6,0800987,08,40313,0018,4,1,01,15/11/2017,01,17/11/2017,4,1,0,0,02,01,2340
09,1117,203-9,0800670,08,40325,0047,4,1,01,20/11/2017,01,21/11/2017,4,1,0,0,02,03,2448
09,1117,203-9,0800670,08,40325,0079,1,1,01,18/11/2017,01,21/11/2017,3,1,0,0,01,01,2448
09,1117,203-9,0800670,08,40325,0071,5,1,01,16/11/2017,01,17/11/2017,2,1,0,0,01,01,2448
09,1117,203-9,0800670,08,40325,0001,2,1,01,16/11/2017,01,17/11/2017,1,0,0,0,01,01,2448
09,1117,203-9,0800670,08,40325,0023,3,1,01,17/11/2017,01,21/11/2017,3,1,0,0,01,01,2448
09,1117,387-4,0801477,08,40359,0064,4,1,01,11/11/2017,01,13/11/2017,3,1,0,0,01,01,2547
09,1117,387-4,0801477,08,40359,0035,2,1,01,10/11/2017,01,13/11/2017,4,1,0,0,04,01,2547
09,1117,387-4,0801477,08,40359,0086,3,1,01,10/11/2017,01,13/11/2017,1,0,0,0,01,01,2547
09,1117,387-4,0801477,08,40359,0013,1,1,01,12/11/2017,01,13/11/2017,2,1,0,0,01,01,2547
09,1117,387-4,0801477,08,40359,0109,5,1,01,11/11/2017,01,13/11/2017,5,1,0,0,01,02,2547
09,1117,187-8,0800602,08,40363,0163,4,1,01,27/11/2017,01,28/11/2017,2,1,0,0,02,01,2793
09,1117,187-8,0800602,08,40363,0065,2,1,01,22/11/2017,01,23/11/2017,4,1,0,0,01,02,2793
09,1117,187-8,0800602,08,40363,0134,3,1,01,21/11/2017,01,22/11/2017,1,0,0,0,01,01,2793
09,1117,187-8,0800602,08,40363,0001,1,1,01,21/11/2017,01,22/11/2017,5,1,0,0,02,02,2793
09,1117,187-8,0800602,08,40363,0249,5,1,01,27/11/2017,01,28/11/2017,3,1,0,0,02,01,2793
09,1117,874-8,0802936,08,40420,0084,1,1,01,07/11/2017,01,08/11/2017,1,0,0,0,01,01,7537
09,1117,874-8,0802936,08,40420,0101,2,1,01,07/11/2017,01,08/11/2017,1,0,0,0,01,01,7537
09,1117,874-8,0802936,08,40420,0017,5,1,01,07/11/2017,01,13/11/2017,2,1,0,0,01,02,7537
09,1117,874-8,0802936,08,40420,0042,3,1,05,06/12/2017,05,06/12/2017,0,0,0,0,,,0
09,1117,874-8,0802936,08,40420,0002,4,1,01,07/11/2017,01,08/11/2017,5,1,0,0,02,02,7537
01,1117,056-4,0920038,09,40049,0086,4,1,01,15/11/2017,01,19/11/2017,3,1,0,0,01,01,62498
01,1117,056-4,0920038,09,40049,0071,3,1,01,15/11/2017,01,19/11/2017,5,1,0,0,03,02,62498
01,1117,056-4,0920038,09,40049,0120,5,1,01,15/11/2017,01,19/11/2017,4,1,0,0,03,02,62498
01,1117,056-4,0920038,09,40049,0038,2,1,01,15/11/2017,01,19/11/2017,3,1,0,0,01,01,62498
01,1117,056-4,0920038,09,40049,0011,1,1,01,15/11/2017,01,19/11/2017,2,1,0,0,01,02,62498
01,1117,170-1,0904304,09,40084,0026,2,1,01,29/11/2017,01,03/12/2017,3,2,2,2,01,02,48486
01,1117,170-1,0904304,09,40084,0077,5,1,01,13/11/2017,01,26/11/2017,4,1,0,0,02,01,48486
01,1117,170-1,0904304,09,40084,0009,1,1,01,25/11/2017,01,26/11/2017,6,1,0,0,01,04,48486
01,1117,170-1,0904304,09,40084,0040,3,1,01,13/11/2017,01,19/11/2017,5,1,0,0,02,01,48486
01,1117,170-1,0904304,09,40084,0057,4,1,01,13/11/2017,01,19/11/2017,4,1,0,0,02,03,48486
01,1117,067-9,0906374,09,40099,0072,4,1,01,01/12/2017,01,03/12/2017,2,1,0,0,01,01,49090
01,1117,067-9,0906374,09,40099,0022,3,1,01,18/11/2017,01,19/11/2017,5,1,0,0,01,02,49090
01,1117,067-9,0906374,09,40099,0091,5,1,01,22/11/2017,01,24/11/2017,5,1,0,0,01,01,49090
01,1117,067-9,0906374,09,40099,0036,1,1,01,13/11/2017,01,19/11/2017,7,1,0,0,04,05,49090
01,1117,067-9,0906374,09,40099,0003,2,1,01,13/11/2017,01,19/11/2017,1,0,0,0,01,01,49090
01,1117,080-6,0917067,09,40100,0034,2,1,01,23/11/2017,01,24/11/2017,2,1,0,0,01,01,82600
01,1117,080-6,0917067,09,40100,0002,1,1,01,16/11/2017,01,19/11/2017,2,1,0,0,01,01,82600
01,1117,080-6,0917067,09,40100,0069,3,1,07,16/11/2017,07,19/11/2017,0,0,0,0,,,0
01,1117,080-6,0917067,09,40100,0138,5,1,01,16/11/2017,01,19/11/2017,1,0,0,0,01,01,82600
01,1117,080-6,0917067,09,40100,0104,4,1,01,11/11/2017,01,12/11/2017,1,0,0,0,01,01,82600
01,1117,057-7,0916796,09,40155,0106,5,1,01,10/11/2017,01,12/11/2017,1,0,0,0,01,01,51590
01,1117,057-7,0916796,09,40155,0083,4,1,01,18/11/2017,01,19/11/2017,1,0,0,0,01,01,51590
01,1117,057-7,0916796,09,40155,0056,3,1,01,16/11/2017,01,19/11/2017,1,0,0,0,01,01,51590
01,1117,057-7,0916796,09,40155,0033,2,1,01,07/11/2017,01,08/11/2017,2,1,0,0,01,02,51590
01,1117,057-7,0916796,09,40155,0012,1,1,01,07/11/2017,01,08/11/2017,3,1,0,0,02,02,51590
01,1117,055-3,0907140,09,40172,0074,1,1,01,10/11/2017,01,12/11/2017,4,1,0,0,01,01,72025
01,1117,055-3,0907140,09,40172,0059,5,1,01,13/11/2017,01,19/11/2017,4,1,0,0,02,01,72025
01,1117,055-3,0907140,09,40172,0137,3,1,01,10/11/2017,01,12/11/2017,3,1,0,0,01,02,72025
01,1117,055-3,0907140,09,40172,0100,2,1,08,11/11/2017,08,12/11/2017,0,0,0,0,,,0
01,1117,055-3,0907140,09,40172,0032,4,1,01,11/11/2017,01,12/11/2017,2,1,0,0,01,01,72025
01,1117,040-1,0916631,09,40429,0004,1,1,01,01/12/2017,01,03/12/2017,1,0,0,0,01,01,89420
01,1117,040-1,0916631,09,40429,0053,4,1,01,23/11/2017,01,24/11/2017,4,1,0,0,03,02,89420
01,1117,040-1,0916631,09,40429,0022,2,1,01,29/11/2017,01,03/12/2017,4,1,0,0,03,02,89420
01,1117,040-1,0916631,09,40429,0068,5,1,06,04/12/2017,06,04/12/2017,0,0,0,0,,,0
01,1117,040-1,0916631,09,40429,0038,3,1,01,10/11/2017,01,12/11/2017,2,1,0,0,01,01,89420
01,1117,177-8,0908065,09,40456,0055,1,1,01,07/11/2017,01,12/11/2017,3,1,0,0,01,01,90011
01,1117,177-8,0908065,09,40456,0121,2,1,01,07/11/2017,01,12/11/2017,3,1,0,0,02,01,90011
01,1117,177-8,0908065,09,40456,0263,4,1,01,07/11/2017,01,12/11/2017,5,1,0,0,02,03,90011
01,1117,177-8,0908065,09,40456,0195,3,1,01,07/11/2017,01,12/11/2017,4,1,0,0,01,01,90011
01,1117,177-8,0908065,09,40456,0322,5,1,01,07/11/2017,01,12/11/2017,2,1,0,0,01,01,90011
01,1117,205-1,0915100,09,40539,0014,4,1,01,09/11/2017,01,12/11/2017,3,1,0,0,01,01,67876
01,1117,205-1,0915100,09,40539,0081,2,1,01,10/11/2017,01,19/11/2017,2,1,0,0,02,01,67876
01,1117,205-1,0915100,09,40539,0108,1,1,01,08/11/2017,01,12/11/2017,4,1,0,0,02,02,67876
01,1117,205-1,0915100,09,40539,0127,3,1,01,10/11/2017,01,12/11/2017,4,1,0,0,02,01,67876
01,1117,205-1,0915100,09,40539,0043,5,1,01,08/11/2017,01,12/11/2017,9,2,2,6,02,01,67876
01,1117,200-9,0915046,09,40627,0061,4,1,01,11/11/2017,01,12/11/2017,5,1,0,0,02,02,53154
01,1117,200-9,0915046,09,40627,0087,5,1,01,08/11/2017,01,12/11/2017,4,1,0,0,04,02,53154
01,1117,200-9,0915046,09,40627,0111,1,1,01,08/11/2017,01,12/11/2017,4,1,0,0,01,04,53154
01,1117,200-9,0915046,09,40627,0009,2,1,01,08/11/2017,01,12/11/2017,4,1,0,0,02,01,53154
01,1117,200-9,0915046,09,40627,0033,3,1,01,12/11/2017,01,12/11/2017,4,1,0,0,01,02,53154
26,1117,278-9,1000615,10,40023,0094,3,1,01,14/11/2017,01,15/11/2017,2,1,0,0,02,01,1167
26,1117,278-9,1000615,10,40023,0086,5,1,01,21/11/2017,01,22/11/2017,2,1,0,0,02,02,1167
26,1117,278-9,1000615,10,40023,0049,1,1,01,21/11/2017,01,22/11/2017,3,1,0,0,01,01,1167
26,1117,278-9,1000615,10,40023,0038,2,1,01,20/11/2017,01,21/11/2017,1,0,0,0,01,01,1167
26,1117,278-9,1000615,10,40023,0017,4,1,06,05/12/2017,06,06/12/2017,0,0,0,0,,,0
26,1117,018-0,1000067,10,40053,0119,3,1,06,29/11/2017,06,30/11/2017,0,0,0,0,,,0
26,1117,018-0,1000067,10,40053,0045,5,1,01,24/11/2017,01,27/11/2017,1,0,0,0,01,01,1312
26,1117,018-0,1000067,10,40053,0020,4,1,01,16/11/2017,01,17/11/2017,1,0,0,0,01,01,1312
26,1117,018-0,1000067,10,40053,0071,1,1,01,27/11/2017,01,04/12/2017,5,2,5,1,01,01,1312
26,1117,018-0,1000067,10,40053,0098,2,1,01,16/11/2017,01,17/11/2017,2,1,0,0,01,01,1312
26,1117,454-A,1001042,10,40065,0021,2,1,01,24/11/2017,01,27/11/2017,3,1,0,0,02,01,1415
26,1117,454-A,1001042,10,40065,0049,3,1,01,24/11/2017,01,27/11/2017,4,1,0,0,02,02,1415
26,1117,454-A,1001042,10,40065,0128,4,1,01,13/11/2017,01,13/11/2017,1,0,0,0,01,01,1415
26,1117,454-A,1001042,10,40065,0135,1,1,01,21/11/2017,01,23/11/2017,4,1,0,0,04,01,1415
26,1117,454-A,1001042,10,40065,0109,5,1,01,22/11/2017,01,23/11/2017,3,1,0,0,02,02,1415
26,1117,378-7,1000785,10,40075,0123,3,1,07,27/11/2017,07,28/11/2017,0,0,0,0,,,0
26,1117,378-7,1000785,10,40075,0064,5,1,01,08/11/2017,01,09/11/2017,2,1,0,0,02,02,1141
26,1117,378-7,1000785,10,40075,0030,2,1,06,28/11/2017,06,30/11/2017,0,0,0,0,,,0
26,1117,378-7,1000785,10,40075,0078,4,1,01,17/11/2017,01,21/11/2017,2,1,0,0,01,01,1141
26,1117,378-7,1000785,10,40075,0015,1,1,01,13/11/2017,01,14/11/2017,2,1,0,0,01,01,1141
26,1117,352-2,1000658,10,40082,0193,4,1,01,16/11/2017,01,17/11/2017,4,1,0,0,02,02,5071
26,1117,352-2,1000658,10,40082,0048,2,1,07,28/11/2017,07,28/11/2017,0,0,0,0,,,0
26,1117,352-2,1000658,10,40082,0256,5,1,01,16/11/2017,01,28/11/2017,4,1,0,0,04,02,5071
26,1117,352-2,1000658,10,40082,0096,3,1,01,27/11/2017,01,28/11/2017,4,1,0,0,02,01,5071
26,1117,352-2,1000658,10,40082,0156,1,1,01,27/11/2017,01,28/11/2017,1,0,0,0,01,01,5071
26,1117,456-9,1001047,10,40096,0120,1,1,05,06/12/2017,05,06/12/2017,0,0,0,0,,,0
26,1117,456-9,1001047,10,40096,0040,4,1,08,06/12/2017,08,06/12/2017,0,0,0,0,,,0
26,1117,456-9,1001047,10,40096,0094,2,1,06,30/11/2017,06,01/12/2017,0,0,0,0,,,0
26,1117,456-9,1001047,10,40096,0014,3,1,01,09/11/2017,01,23/11/2017,4,1,0,0,01,01,1308
26,1117,456-9,1001047,10,40096,0067,5,1,01,07/11/2017,01,09/11/2017,3,1,0,0,01,01,1308
26,1117,212-A,1000322,10,40106,0106,5,1,01,13/11/2017,01,14/11/2017,2,1,0,0,01,01,1376
26,1117,212-A,1000322,10,40106,0001,2,1,01,22/11/2017,01,23/11/2017,2,1,0,0,01,01,1376
26,1117,212-A,1000322,10,40106,0088,4,1,01,13/11/2017,01,21/11/2017,10,1,0,0,04,03,1376
26,1117,212-A,1000322,10,40106,0066,3,1,01,13/11/2017,01,21/11/2017,8,1,0,0,08,03,1376
26,1117,212-A,1000322,10,40106,0047,1,1,01,13/11/2017,01,13/11/2017,5,1,0,0,01,02,1376
